,published_year,type,crossref_dois,openalex_ids,openalex_has_openalex_type,openalex_has_abstract,openalex_has_affiliations,openalex_has_affiliations_countrycode,openalex_has_affiliations_sourceid,openalex_has_affiliations_ror,openalex_has_affiliations_string,openalex_has_authors,openalex_has_authors_sourceid,openalex_has_authors_orcid,openalex_has_authors_sequence,openalex_has_authors_string,openalex_has_citations,openalex_has_fields,openalex_has_references,openalex_has_venue,openalex_has_venue_issnl,openalex_has_venue_sourceid,openalex_has_venue_issn,openalex_has_venue_string,openalex_abstract_adds_presence,openalex_abstract_adds_counts,openalex_affiliations_adds_presence,openalex_affiliations_adds_counts,openalex_affiliations_countrycode_adds_presence,openalex_affiliations_countrycode_adds_counts,openalex_affiliations_sourceid_adds_presence,openalex_affiliations_sourceid_adds_counts,openalex_affiliations_ror_adds_presence,openalex_affiliations_ror_adds_counts,openalex_affiliations_string_adds_presence,openalex_affiliations_string_adds_counts,openalex_authors_adds_presence,openalex_authors_adds_counts,openalex_authors_sourceid_adds_presence,openalex_authors_sourceid_adds_counts,openalex_authors_orcid_adds_presence,openalex_authors_orcid_adds_counts,openalex_authors_sequence_adds_presence,openalex_authors_sequence_adds_counts,openalex_authors_string_adds_presence,openalex_authors_string_adds_counts,openalex_citations_adds_presence,openalex_citations_adds_counts,openalex_fields_adds_presence,openalex_fields_adds_counts,openalex_references_adds_presence,openalex_references_adds_counts,openalex_venue_adds_presence,openalex_venue_adds_counts,openalex_venue_issnl_adds_presence,openalex_venue_issnl_adds_counts,openalex_venue_sourceid_adds_presence,openalex_venue_sourceid_adds_counts,openalex_venue_issn_adds_presence,openalex_venue_issn_adds_counts,openalex_venue_string_adds_presence,openalex_venue_string_adds_counts,crossref_ids,crossref_has_crossref_type,crossref_has_abstract,crossref_has_affiliations,crossref_has_affiliations_ror,crossref_has_affiliations_string,crossref_has_authors,crossref_has_authors_orcid,crossref_has_authors_sequence,crossref_has_authors_string,crossref_has_citations,crossref_has_fields,crossref_has_references,crossref_has_venue,crossref_has_venue_issn,crossref_has_venue_string
286,2015,peer-review,3726,3726,3726,477,881,871,871,865,881,1741,1741,859,1741,1741,414,3723,0,852,852,852,852,852,477,0,0,1,0,1,0,1,865,865,0,1,0,1,0,1,535,818,0,1,0,1,2,19,3723,0,0,0,852,852,852,852,852,852,852,852,852,852,3726,3726,0,881,0,881,1741,324,1742,1741,449,0,0,0,0,0
287,2015,posted-content,8337,8332,8332,6349,3684,3461,3466,3435,3684,8286,8286,5827,8286,8286,3411,8332,5404,3034,551,3034,551,3288,40,0,2599,2608,2465,2474,2467,2476,3435,3435,2599,2608,59,102,59,102,1815,2826,59,102,59,102,167,627,8332,0,1792,1792,3034,3034,551,551,3034,3034,551,551,3288,3288,8337,8337,6780,1139,0,1139,8237,4076,8240,8237,3444,0,3617,0,0,0
288,2015,proceedings,2724,2657,2657,271,343,310,311,305,343,519,519,305,519,519,238,2656,21,275,10,275,10,280,271,0,343,343,310,310,311,311,305,305,343,343,519,519,519,519,305,305,519,519,519,519,42,60,2656,0,21,21,264,264,5,5,264,264,5,5,264,264,2724,2724,0,0,0,0,0,0,0,0,291,0,0,102,102,102
289,2015,proceedings-article,334513,334257,334257,278642,255291,239779,240465,231168,255291,320687,320687,186174,320687,320687,181896,334240,252340,267792,17011,267792,17011,294274,265223,0,215324,215596,202691,202898,203229,203437,231168,231168,215324,215596,1829,3432,1829,3432,186107,186135,1693,3432,1829,3432,12590,73762,334240,0,33877,41174,0,0,0,0,0,0,3717,14086,0,0,334513,334513,13734,49331,0,49331,319070,115,319216,319070,176003,0,226681,334513,51288,334513
290,2015,reference-book,2967,2963,2963,262,100,70,71,69,100,2672,2672,275,2672,2672,531,2963,57,2465,32,2465,32,2465,262,0,100,100,70,70,71,71,69,69,100,100,259,266,259,266,275,275,259,266,259,266,26,195,2963,0,57,57,472,472,26,26,472,472,27,28,472,472,2967,2967,3,1,0,1,2415,0,2416,2415,590,0,0,1995,5,1995
291,2015,reference-entry,40734,40683,40683,3747,7056,6562,6588,6454,7056,20833,20833,1880,20833,20833,2625,40678,9247,3310,234,3310,234,40139,2904,0,653,670,556,571,563,578,6454,6454,653,670,1799,1827,1799,1827,1880,1880,1799,1827,1799,1827,403,829,40678,0,83,84,0,0,0,0,0,0,234,234,0,0,40734,40734,853,6418,0,6418,19054,0,19056,19054,2723,0,11025,40734,0,40734
292,2015,report,13410,13391,13391,6412,4404,4177,4183,4142,4404,12621,12640,3930,12640,12621,3959,13387,2159,2015,217,2015,217,2015,6088,0,1188,1221,1096,1127,1099,1130,4078,4078,1188,1221,174,375,193,375,3443,3543,121,375,174,375,349,1246,13387,0,1930,1931,2015,2015,217,217,2015,2015,217,217,2015,2015,13410,13410,354,5666,68,5666,12466,542,12759,12466,3976,0,377,0,0,0
293,2015,report-component,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1
294,2015,report-series,755,753,753,407,351,333,333,331,351,597,597,198,597,597,373,753,186,734,734,734,734,753,383,0,301,305,298,302,298,302,331,331,301,305,328,337,328,337,150,153,328,337,328,337,39,181,753,0,186,186,0,0,0,0,0,0,0,186,0,0,755,755,26,61,16,61,270,48,274,270,380,0,2,755,755,755
295,2015,standard,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,2014,,248,248,0,0,1,1,1,1,1,39,39,6,39,39,5,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,248,0,0,0,0,0,0,0,0,0,0,0,0,0,248,0,0,1,0,1,38,6,38,38,26,0,0,0,0,0
297,2014,book,39919,39807,39803,14091,4710,3782,3817,3665,4710,33988,34032,8256,34032,33988,24499,39795,2216,33236,6800,33236,6800,33242,11654,0,4625,4625,3718,3718,3753,3753,3665,3665,4625,4625,10916,11389,10959,11389,8221,8226,10818,11389,10916,11389,2162,10397,39795,0,2082,2083,23568,23568,462,462,23568,23568,472,1875,23568,23568,39919,39919,2779,194,0,194,23175,42,24278,23175,23681,0,149,9787,6998,9787
298,2014,book-chapter,733800,730644,730611,212559,184043,159385,159820,155189,184043,492855,493072,129261,493072,492855,138499,730551,226831,582249,108234,582249,108234,598566,204807,0,175060,175140,151203,151252,151619,151669,155189,155189,175060,175140,99390,103153,99607,103153,128730,128833,99242,103153,99390,103153,16412,55477,730551,0,16415,18412,0,0,0,0,0,0,2030,25078,0,0,733800,733800,8161,11147,0,11147,396720,1002,401711,396720,132640,0,253667,733800,115886,733800
299,2014,book-part,397,397,397,9,50,41,41,39,50,349,349,59,349,349,37,397,130,356,1,356,1,359,9,0,50,50,41,41,41,41,39,39,50,50,242,242,242,242,59,59,242,242,242,242,5,13,397,0,0,0,0,0,0,0,0,0,1,1,0,0,397,397,0,0,0,0,107,0,107,107,36,0,284,397,0,397
300,2014,book-section,6180,6167,0,15,7,6,6,6,7,95,95,8,95,95,489,6166,5518,6160,18,6160,18,6160,15,0,7,7,6,6,6,6,6,6,7,7,81,81,81,81,8,8,81,81,81,81,24,39,6166,0,0,2,0,0,0,0,0,0,18,18,0,0,6180,6180,0,0,0,0,14,0,14,14,480,0,6116,6180,0,6180
301,2014,component,39462,11804,11804,216,47,28,28,27,47,7416,7438,1933,7438,7416,250,11801,38,4736,4501,4736,4501,4882,216,0,15,18,14,14,14,14,27,27,15,18,230,222,252,222,1933,1933,0,222,230,222,52,60,11801,0,38,38,4736,4736,4501,4501,4736,4736,4501,4501,4882,4882,39462,39462,0,73,0,73,10380,0,39434,10380,864,0,0,0,0,0
302,2014,dataset,44678,44673,44673,1325,13458,12446,12450,12258,13458,34718,34887,8902,34887,34718,1305,44670,108,6863,23,6863,23,44198,1325,0,130,130,102,102,102,102,12258,12258,130,130,87,84,256,84,4570,4571,22,84,87,84,100,165,44670,0,102,102,0,0,0,0,0,0,23,23,0,0,44678,44678,0,13334,0,13334,34636,4342,42323,34636,1493,0,6,44678,0,44678
303,2014,edited-book,229,196,171,82,7,5,5,5,7,179,179,38,179,179,135,195,3,167,3,167,3,167,74,0,7,7,5,5,5,5,5,5,7,7,79,85,79,85,35,35,79,85,79,85,7,46,195,0,2,2,165,165,2,2,165,165,2,2,165,165,229,229,13,8,0,8,125,3,125,125,142,0,3,2,2,2
304,2014,grant,1571,1094,1094,125,0,0,0,0,0,0,0,0,0,0,0,1094,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1094,0,0,0,0,0,0,0,0,0,0,0,0,0,1571,1571,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,2014,journal-article,3116593,3113113,3112683,2353362,2239998,2076638,2080633,2037419,2239998,2942323,2942553,1817745,2942553,2942323,2028268,3112235,2115775,3109323,3106775,3109323,3106775,3112517,1869136,595,1615501,1623215,1495019,1500863,1497978,1503863,2037410,2037411,1615501,1623215,31158,66525,31386,66533,1738248,1794924,28214,66533,31158,66525,80761,977082,469593,2458839,271357,320666,0,0,0,0,0,0,321,1341130,0,0,3116593,3116593,496404,667038,14,667038,2915718,80480,2924275,2915718,1982806,2644247,1924536,3116593,3113531,3116593
306,2014,journal-issue,32407,32311,32311,853,225,190,190,188,225,498,498,191,498,498,4905,32289,106,32108,32108,32108,32108,32311,853,0,225,225,190,190,190,190,188,188,225,225,451,451,451,451,191,191,451,451,451,451,82,209,9251,1854,94,95,0,0,0,0,0,0,4,13284,0,0,32407,32407,0,0,0,0,47,0,47,47,5304,23092,138,32407,32267,32407
307,2014,monograph,18734,18619,18619,6100,1547,1232,1238,1170,1547,16838,16843,1928,16843,16838,11552,18608,1023,1667,1225,1667,1225,1711,4383,0,1237,1237,970,970,976,976,1170,1170,1237,1237,1771,2001,1776,2001,1832,1837,1746,2001,1771,2001,905,4652,18608,0,855,856,600,600,245,245,600,600,245,486,600,600,18734,18734,2402,548,0,548,15169,113,15308,15169,11242,0,200,1196,1155,1196
308,2014,other,25359,24294,24293,2418,3606,3215,3219,3143,3606,13997,14010,2981,14010,13997,3165,24291,7696,10096,4556,10096,4556,22720,2411,0,2936,2950,2610,2623,2613,2626,3143,3143,2936,2950,3037,3116,3050,3116,2331,2541,3037,3116,3037,3116,572,1222,24291,0,545,553,0,0,0,0,0,0,90,3227,0,0,25359,25359,7,691,0,691,11063,654,11319,11063,2995,0,8061,25359,5335,25359
309,2014,peer-review,2255,2254,2254,497,541,536,536,533,541,1059,1059,511,1059,1059,270,2254,0,516,516,516,516,516,497,0,1,1,0,0,0,0,533,533,1,1,1,1,1,1,416,501,1,1,1,1,3,19,2254,0,0,0,516,516,516,516,516,516,516,516,516,516,2255,2255,0,540,0,540,1059,95,1059,1059,284,0,0,0,0,0
310,2014,posted-content,5710,5710,5710,4841,2069,1907,1911,1889,2069,5683,5683,4149,5683,5683,2700,5710,4163,1801,364,1801,364,1843,40,0,1318,1327,1221,1227,1222,1228,1889,1889,1318,1327,56,83,56,83,1066,1771,56,83,56,83,127,464,5710,0,990,992,1801,1801,364,364,1801,1801,364,364,1843,1843,5710,5710,4883,781,0,781,5627,3123,5628,5627,2729,0,3182,0,0,0
311,2014,proceedings,2518,2476,2476,173,191,165,165,159,191,405,405,189,405,405,248,2475,27,178,21,178,21,183,173,0,191,191,165,165,165,165,159,159,191,191,405,405,405,405,189,189,405,405,405,405,32,65,2475,0,27,27,160,160,8,8,160,160,8,19,160,160,2518,2518,0,0,0,0,0,0,0,0,301,0,0,141,141,141
312,2014,proceedings-article,301558,301455,301455,241156,244129,228654,229307,220365,244129,289701,289701,171195,289701,289701,176920,301444,226677,239004,16559,239004,16559,275043,226646,0,209968,210180,196800,196951,197330,197483,220365,220365,209968,210180,3092,4469,3092,4469,171136,171169,3075,4469,3092,4469,13757,82240,301444,0,25293,31792,0,0,0,0,0,0,3332,15167,0,0,301558,301558,14888,40448,0,40448,286687,81,286710,286687,168560,0,210960,301558,44603,301558
313,2014,reference-book,3212,3204,3204,506,149,107,109,100,149,3006,3006,425,3006,3006,869,3203,118,2627,24,2627,24,2627,505,0,149,149,107,107,109,109,100,100,149,149,346,356,346,356,425,425,346,356,346,356,107,425,3203,0,118,118,1045,1045,23,23,1045,1045,23,23,1045,1045,3212,3212,7,1,0,1,2665,1,2666,2665,831,0,0,1590,1,1590
314,2014,reference-entry,28640,28568,28568,2990,5511,4982,4992,4894,5511,14765,14765,1566,14765,14765,2223,28567,6394,2835,412,2835,412,28235,2183,0,634,726,552,638,556,642,4894,4894,634,726,2529,2550,2529,2550,1566,1566,2529,2550,2529,2550,382,721,28567,0,102,110,0,0,0,0,0,0,412,412,0,0,28640,28640,822,4881,0,4881,12251,0,12252,12251,2421,0,8308,28640,0,28640
315,2014,report,13672,13659,13659,7369,3335,3081,3086,3068,3335,12964,12989,3586,12989,12964,4077,13658,2597,1948,221,1948,221,1948,7074,0,1276,1298,1166,1185,1166,1185,3045,3045,1276,1298,133,280,157,280,3312,3364,107,280,133,280,534,1669,13658,0,2507,2507,1948,1948,221,221,1948,1948,221,221,1948,1948,13672,13672,316,3501,23,3501,12851,309,13108,12851,3886,0,212,0,0,0
316,2014,report-series,757,756,756,417,327,314,314,306,327,563,563,172,563,563,387,756,208,737,737,737,737,756,394,0,281,282,273,274,273,274,304,304,281,282,309,321,309,321,134,134,309,321,309,321,54,204,756,0,208,208,0,0,0,0,0,0,0,251,0,0,757,757,24,60,9,60,255,39,256,255,383,0,1,757,757,757
317,2014,standard,26,26,26,3,0,0,0,0,0,1,3,0,3,1,0,26,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,0,0,26,0,1,1,0,0,0,0,0,0,0,0,0,0,26,26,0,0,0,0,0,0,23,0,1,0,0,0,0,0
318,2013,,487,487,0,4,1,1,1,1,1,16,16,0,16,16,4,487,0,1,1,1,1,1,4,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,487,0,0,0,1,1,1,1,1,1,1,1,1,1,487,0,0,1,0,1,15,0,16,15,25,0,0,0,0,0
319,2013,book,45136,45014,45012,17047,5974,4854,4892,4742,5974,38923,39048,8463,39048,38923,28325,44997,2214,38327,6316,38327,6316,38335,14751,0,5905,5905,4797,4797,4835,4835,4742,4742,5905,5905,11862,12586,11986,12586,8418,8422,11788,12586,11862,12586,3028,13164,44997,0,2078,2079,28261,28261,738,738,28261,28261,746,2452,28261,28261,45136,45136,2583,190,0,190,27157,49,28243,27157,26724,0,152,10163,6125,10163
320,2013,book-chapter,785414,782541,782515,217423,184789,160944,161421,156673,184789,503960,504558,124097,504558,503960,147227,782451,222167,645631,112366,645631,112366,658110,208846,0,178862,178889,155497,155514,155957,155974,156673,156673,178862,178889,109374,112227,109971,112227,123790,123857,109157,112227,109374,112227,21061,66894,782451,0,14655,16794,0,0,0,0,0,0,2465,33459,0,0,785414,785414,8786,7874,0,7874,395824,405,401621,395824,135928,0,252694,785414,115608,785414
321,2013,book-part,259,259,259,13,19,14,14,14,19,200,200,62,200,200,45,259,70,256,1,256,1,256,13,0,19,19,14,14,14,14,14,14,19,19,192,192,192,192,62,62,192,192,192,192,6,17,259,0,0,0,0,0,0,0,0,0,1,1,0,0,259,259,0,0,0,0,8,0,8,8,44,0,173,259,0,259
322,2013,book-section,50,44,0,0,1,1,1,1,1,1,1,0,1,1,0,44,17,43,0,43,0,44,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,23,50,0,50
323,2013,component,43447,13115,13115,710,78,34,34,33,78,7755,7772,2136,7772,7755,362,13111,63,5974,5586,5974,5586,6419,710,0,30,34,24,25,24,25,33,33,30,34,363,303,380,303,2136,2136,0,303,363,303,115,152,13111,0,63,63,5974,5974,5586,5586,5974,5974,5586,5586,6419,6419,43447,43447,0,112,0,112,10314,0,43443,10314,976,0,0,0,0,0
324,2013,dataset,53371,53357,53357,1285,19491,18092,18113,17780,19491,45738,45831,8768,45831,45738,1583,53350,137,5075,46,5075,46,51730,1285,0,172,172,134,134,135,135,17780,17780,172,172,29,105,119,105,3572,3578,27,105,29,105,166,269,53350,0,136,136,0,0,0,0,0,0,46,46,0,0,53371,53371,0,19341,0,19341,45788,5213,51052,45788,1864,0,1,53371,0,53371
325,2013,edited-book,222,186,159,101,10,7,7,7,10,163,163,41,163,163,122,186,1,174,0,174,0,174,94,0,9,9,7,7,7,7,7,7,9,9,69,69,69,69,41,41,69,69,69,69,7,56,186,0,1,1,173,173,0,0,173,173,0,0,173,173,222,222,15,11,0,11,125,1,125,125,121,0,0,1,1,1
326,2013,grant,1407,1035,1035,156,0,0,0,0,0,0,0,0,0,0,0,1035,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1035,0,0,0,0,0,0,0,0,0,0,0,0,0,1407,1407,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,2013,journal-article,2955435,2952331,2952218,2227642,2127530,1968375,1972268,1929538,2127530,2782589,2782946,1694184,2782977,2782589,1948447,2951535,2007087,2948971,2946834,2948971,2946834,2951822,1776208,1243,1564889,1580639,1447555,1459667,1450486,1462670,1929536,1929536,1564889,1580639,27907,59026,28257,59033,1671957,1683328,25923,59056,27907,59026,82844,1059491,411370,2357443,242418,282465,0,0,0,0,0,0,203,1299564,0,0,2955435,2955435,462395,598904,7,598904,2759044,22825,2765373,2759044,1896911,2541606,1842960,2955435,2952799,2955435
328,2013,journal-issue,28996,28928,28928,978,150,113,114,110,150,388,388,121,388,388,4847,28916,68,28752,28752,28752,28752,28928,978,0,150,150,113,113,114,114,110,110,150,150,346,346,346,346,121,121,346,346,346,346,55,162,7239,1826,66,66,0,0,0,0,0,0,1,13462,0,0,28996,28996,0,0,0,0,42,0,42,42,5269,21721,4,28996,28876,28996
329,2013,monograph,21604,21454,21454,7610,1768,1352,1355,1282,1768,18439,18453,2031,18453,18439,12976,21430,837,1534,1145,1534,1145,1550,5653,0,1488,1488,1118,1118,1121,1121,1282,1282,1488,1488,2328,2602,2342,2602,1924,1926,2302,2602,2328,2602,1301,5803,21430,0,742,742,725,725,364,364,725,725,364,588,725,725,21604,21604,2265,457,0,457,16242,125,16371,16242,12315,0,108,850,835,850
330,2013,other,26555,25649,25649,1474,3576,3138,3140,3046,3576,12336,12372,3232,12372,12336,3389,25648,5060,10472,4742,10472,4742,23272,1473,0,2668,2678,2318,2324,2319,2325,3046,3046,2668,2678,4507,4550,4543,4550,2599,2805,4507,4550,4507,4550,420,1247,25648,0,556,560,0,0,0,0,0,0,142,3634,0,0,26555,26555,1,951,0,951,7903,638,8289,7903,3352,0,5163,26555,5433,26555
331,2013,peer-review,898,898,898,227,226,225,225,223,226,412,412,214,412,412,90,897,0,215,215,215,215,215,227,0,0,0,0,0,0,0,223,223,0,0,0,0,0,0,214,214,0,0,0,0,1,4,897,0,0,0,215,215,215,215,215,215,215,215,215,215,898,898,0,226,0,226,412,0,412,412,98,0,0,0,0,0
332,2013,posted-content,4097,4097,4097,3479,747,703,703,691,747,4097,4097,3020,4097,4097,2253,4097,3227,1001,382,1001,382,1001,27,0,515,522,497,502,497,502,691,691,515,522,0,11,0,11,376,938,0,11,0,11,41,277,4097,0,170,170,1001,1001,382,382,1001,1001,382,382,1001,1001,4097,4097,3452,243,0,243,4097,2710,4097,4097,2317,0,3063,0,0,0
333,2013,proceedings,2167,2130,2130,64,94,74,74,71,94,209,209,95,209,209,199,2130,15,87,11,87,11,91,64,0,94,94,74,74,74,74,71,71,94,94,209,209,209,209,95,95,209,209,209,209,28,45,2130,0,15,15,82,82,8,8,82,82,8,8,82,82,2167,2167,0,0,0,0,0,0,0,0,229,0,0,101,101,101
334,2013,proceedings-article,274497,274416,274416,239761,226293,211052,211686,204091,226293,265115,265117,153677,265117,265115,164393,274400,199689,219491,14362,219491,14362,252323,224937,0,197825,198136,184646,184874,185181,185412,204091,204091,197825,198136,4480,5859,4482,5859,153654,153664,4393,5859,4480,5859,15765,86348,274400,0,32459,39823,0,0,0,0,0,0,2477,12708,0,0,274497,274497,15059,31350,0,31350,260695,35,260796,260695,152927,0,174492,274497,37315,274497
335,2013,reference-book,2661,2657,2657,457,86,64,64,63,86,2439,2439,237,2439,2439,710,2656,50,2352,24,2352,24,2352,457,0,86,86,64,64,64,64,63,63,86,86,337,344,337,344,237,237,337,344,337,344,65,353,2656,0,50,50,853,853,23,23,853,853,23,24,853,853,2661,2661,1,0,0,0,2104,0,2106,2104,710,0,0,1504,2,1504
336,2013,reference-entry,29978,29943,29943,4328,2387,2158,2164,2140,2387,23794,23794,1167,23794,23794,2652,29941,7525,2406,465,2406,465,29486,2965,0,899,907,804,807,809,812,2140,2140,899,907,6584,6614,6584,6614,1167,1167,6584,6614,6584,6614,359,857,29941,0,43,48,0,0,0,0,0,0,465,465,0,0,29978,29978,1397,1489,0,1489,17225,0,17225,17225,2959,0,8540,29978,0,29978
337,2013,report,14827,14817,14817,8853,3338,3000,3003,2958,3338,13942,13975,3728,13975,13942,4490,14812,3056,2057,277,2057,277,2057,8561,0,1537,1550,1411,1422,1411,1422,2924,2924,1537,1550,149,398,182,398,3434,3481,90,398,149,398,641,2050,14812,0,2990,2990,2057,2057,277,277,2057,2057,277,277,2057,2057,14827,14827,310,2802,38,2802,13811,338,14147,13811,4214,0,171,0,0,0
338,2013,report-component,4,4,4,1,0,0,0,0,0,4,4,4,4,4,3,4,2,4,4,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,4,0,2,2,0,0,0,0,0,0,0,4,0,0,4,4,0,0,0,0,4,3,4,4,3,0,0,4,4,4
339,2013,report-series,662,662,662,449,366,347,349,343,366,509,510,140,510,509,424,662,246,645,645,645,645,662,428,0,344,346,328,330,330,332,343,343,344,346,331,342,332,342,129,130,331,342,331,342,53,273,662,0,246,246,0,0,0,0,0,0,0,142,0,0,662,662,21,24,3,24,178,11,192,178,416,0,1,662,662,662
340,2013,standard,57,57,57,3,0,0,0,0,0,2,9,1,9,2,12,57,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,2,9,2,1,1,2,2,2,2,0,2,57,0,1,1,0,0,0,0,0,0,0,0,0,0,57,57,0,0,0,0,0,0,44,0,15,0,0,0,0,0
341,2012,,155,155,0,1,0,0,0,0,0,23,23,1,23,23,9,155,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,23,1,24,23,22,0,0,0,0,0
342,2012,book,35384,35301,35299,12352,4706,3844,3902,3735,4706,29384,29464,6689,29464,29384,22472,35289,2001,29505,5102,29505,5102,29505,10130,0,4603,4604,3758,3759,3816,3817,3735,3735,4603,4604,10213,10600,10293,10600,6642,6650,10083,10600,10213,10600,2264,10832,35289,0,1891,1891,20920,20920,378,378,20920,20920,383,1995,20920,20920,35384,35384,2606,262,0,262,19247,54,20254,19247,21395,0,125,8715,5237,8715
343,2012,book-chapter,611170,609152,609139,206391,152648,133474,133885,129588,152648,452059,452392,112908,452392,452059,139647,609104,198569,496161,103897,496161,103897,511096,195781,0,144745,144791,126261,126291,126619,126649,129588,129588,144745,144791,93691,97390,94024,97390,112623,112674,93502,97390,93691,97390,20721,69477,609104,0,21518,23200,0,0,0,0,0,0,2407,35705,0,0,611170,611170,10904,10025,0,10025,360423,494,364134,360423,127377,0,213627,611170,109184,611170
344,2012,book-part,146,146,146,10,17,14,14,14,17,110,110,38,110,110,26,146,52,130,0,130,0,130,10,0,17,17,14,14,14,14,14,14,17,17,89,89,89,89,38,38,89,89,89,89,5,11,146,0,3,3,0,0,0,0,0,0,0,0,0,0,146,146,0,0,0,0,21,0,21,21,21,0,85,146,0,146
345,2012,book-section,130,103,0,0,0,0,0,0,0,8,8,0,8,8,0,103,24,97,0,97,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,130,130,0,0,0,0,8,0,8,8,0,0,37,130,0,130
346,2012,component,29953,8891,8891,221,55,26,26,24,55,6768,6809,1891,6809,6768,223,8891,35,2637,2338,2637,2338,2724,221,0,16,19,14,15,14,15,24,24,16,19,285,269,326,269,1891,1891,0,269,285,269,61,71,8891,0,35,35,2637,2637,2338,2338,2637,2637,2338,2338,2724,2724,29953,29953,0,82,0,82,9067,0,29947,9067,706,0,0,0,0,0
347,2012,database,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
348,2012,dataset,72434,72402,72402,1008,18448,16955,16989,16628,18448,46811,46955,8074,46955,46811,1998,72387,278,5000,312,5000,312,70370,1008,0,1148,1149,1013,1014,1017,1018,16628,16628,1148,1149,122,289,259,289,3656,3658,90,289,122,289,221,369,72387,0,278,278,0,0,0,0,0,0,312,312,0,0,72434,72434,0,17309,0,17309,46827,4428,62173,46827,2509,0,0,72434,0,72434
349,2012,edited-book,200,158,137,64,8,5,5,5,8,145,145,32,145,145,113,158,3,137,1,137,1,137,52,0,5,5,2,2,2,2,5,5,5,5,68,68,68,68,31,31,68,68,68,68,6,50,158,0,1,1,137,137,1,1,137,137,1,1,137,137,200,200,18,24,0,24,114,1,114,114,115,0,3,0,0,0
350,2012,grant,1511,1155,1155,224,0,0,0,0,0,0,0,0,0,0,1,1155,0,0,0,0,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1155,0,0,0,0,0,0,0,0,0,0,0,0,0,1511,1511,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351,2012,journal-article,2736887,2734278,2734120,2025011,1935902,1790156,1793758,1753389,1935902,2572906,2573353,1539633,2573373,2572906,1808009,2733300,1836698,2731327,2729263,2731327,2729263,2733881,1621723,1594,1481739,1496706,1370924,1382644,1373817,1385607,1753382,1753383,1481739,1496706,21255,53691,21678,53695,1530709,1534669,20145,53705,21255,53691,81195,1075816,361625,2195100,219591,258666,0,0,0,0,0,0,263,1256984,0,0,2736887,2736887,414842,492148,31,492148,2556929,9350,2562902,2556929,1753554,2373451,1689447,2736887,2734103,2736887
352,2012,journal-issue,26708,26659,26659,925,108,75,76,70,108,282,282,99,282,282,4648,26637,45,26512,26510,26512,26510,26658,925,0,108,108,75,75,76,76,70,70,108,108,254,254,254,254,99,99,254,254,254,254,28,140,5874,1874,44,44,0,0,0,0,0,0,3,13938,0,0,26708,26708,0,0,0,0,28,0,28,28,5034,20794,2,26708,26615,26708
